0.000000000E0	4.226415094E2	-8.301886792E1
4.166666667E-2	4.226243591E2	-8.302848145E1
8.333333333E-2	4.226249875E2	-8.303017743E1
1.250000000E-1	4.224093567E2	-8.330503528E1
1.666666667E-1	4.208644882E2	-8.412689543E1
2.083333333E-1	4.205195212E2	-8.494577424E1
2.500000000E-1	4.194612499E2	-8.589408515E1
2.916666667E-1	4.186528950E2	-8.629844483E1
3.333333333E-1	4.176465793E2	-8.708795093E1
3.750000000E-1	4.167136490E2	-8.799129843E1
4.166666667E-1	4.158197430E2	-8.860455997E1
4.583333333E-1	4.147660505E2	-8.951006029E1
5.000000000E-1	4.138085415E2	-9.006358142E1
5.416666667E-1	4.127371539E2	-9.096704651E1
5.833333333E-1	4.119277243E2	-9.146829132E1
6.250000000E-1	4.107980229E2	-9.217775928E1
6.666666667E-1	4.098315227E2	-9.299186667E1
7.083333333E-1	4.091054125E2	-9.370783810E1
7.500000000E-1	4.077839352E2	-9.467504828E1
7.916666667E-1	4.070419641E2	-9.544503813E1
8.333333333E-1	4.059815997E2	-9.603178716E1
8.750000000E-1	4.049941537E2	-9.694105879E1
9.166666667E-1	4.042531107E2	-9.752150181E1
9.583333333E-1	4.033728560E2	-9.838840833E1
1.000000000E0	4.025834812E2	-9.906325325E1
1.041666667E0	4.015700047E2	-1.000037500E2
1.083333333E0	4.006760532E2	-1.007473130E2
1.125000000E0	3.996276381E2	-1.017467911E2
1.166666667E0	3.986868310E2	-1.022017966E2
1.208333333E0	3.977388960E2	-1.030438440E2
1.250000000E0	3.966980808E2	-1.039499041E2
1.291666667E0	3.958307075E2	-1.048223298E2
1.333333333E0	3.949657335E2	-1.052244513E2
1.375000000E0	3.938149722E2	-1.060871220E2
1.416666667E0	3.928628905E2	-1.069762659E2
1.458333333E0	3.917851394E2	-1.079247502E2
1.500000000E0	3.909851222E2	-1.085598731E2
1.541666667E0	3.898955378E2	-1.092322481E2
1.583333333E0	3.894853596E2	-1.098682202E2
1.625000000E0	3.882839761E2	-1.108560173E2
1.666666667E0	3.875108418E2	-1.115560852E2
1.708333333E0	3.865995018E2	-1.122394795E2
1.750000000E0	3.856611779E2	-1.130263109E2
1.791666667E0	3.846694344E2	-1.139762773E2
1.833333333E0	3.837964547E2	-1.146338408E2
1.875000000E0	3.828283069E2	-1.154081208E2
1.916666667E0	3.817167501E2	-1.160491941E2
1.958333333E0	3.807296949E2	-1.169886225E2
2.000000000E0	3.798240378E2	-1.177506903E2
2.041666667E0	3.787863517E2	-1.186693702E2
2.083333333E0	3.778407378E2	-1.192216950E2
2.125000000E0	3.769435051E2	-1.200142696E2
2.166666667E0	3.759863727E2	-1.208819041E2
2.208333333E0	3.748960465E2	-1.218394940E2
2.250000000E0	3.745407590E2	-1.221424699E2
2.291666667E0	3.734703449E2	-1.230215945E2
2.333333333E0	3.725683933E2	-1.239315422E2
2.375000000E0	3.716555841E2	-1.245207747E2
2.416666667E0	3.707267243E2	-1.254039466E2
2.458333333E0	3.696869165E2	-1.260579451E2
2.500000000E0	3.687020861E2	-1.269104748E2
2.541666667E0	3.677996701E2	-1.271997696E2
2.583333333E0	3.666834694E2	-1.279772274E2
2.625000000E0	3.657394505E2	-1.282818065E2
2.666666667E0	3.647171030E2	-1.288654997E2
2.708333333E0	3.636771018E2	-1.290742975E2
2.750000000E0	3.626536622E2	-1.296491333E2
2.791666667E0	3.616823634E2	-1.300152434E2
2.833333333E0	3.606721538E2	-1.300876809E2
2.875000000E0	3.596796030E2	-1.303778145E2
2.916666667E0	3.586639873E2	-1.306304067E2
2.958333333E0	3.576360437E2	-1.308865074E2
3.000000000E0	3.566610738E2	-1.310434420E2
3.041666667E0	3.558189241E2	-1.310932676E2
3.083333333E0	3.549355819E2	-1.312426887E2
3.125000000E0	3.545623197E2	-1.312584590E2
3.166666667E0	3.539119314E2	-1.317062676E2
3.208333333E0	3.535881411E2	-1.318305090E2
3.250000000E0	3.533830878E2	-1.319800095E2
3.291666667E0	3.535146836E2	-1.319919392E2
3.333333333E0	3.535372783E2	-1.320228409E2
3.375000000E0	3.530969430E2	-1.321579420E2
3.416666667E0	3.528962729E2	-1.321482087E2
3.458333333E0	3.527720987E2	-1.321198773E2
3.500000000E0	3.526779782E2	-1.321310557E2
3.541666667E0	3.526593010E2	-1.321078582E2
3.583333333E0	3.526576527E2	-1.320952409E2
3.625000000E0	3.526605781E2	-1.320817729E2
3.666666667E0	3.526711842E2	-1.320843179E2
3.708333333E0	3.526669923E2	-1.320745531E2
3.750000000E0	3.526786069E2	-1.320757010E2
3.791666667E0	3.526874137E2	-1.320917712E2
