0.000000000E0	3.116288704E2	-9.084169064E1
4.166666667E-2	3.116263684E2	-9.083874629E1
8.333333333E-2	3.116244906E2	-9.083846936E1
1.250000000E-1	3.116245476E2	-9.084043678E1
1.666666667E-1	3.112637223E2	-9.095773214E1
2.083333333E-1	3.104515674E2	-9.187678366E1
2.500000000E-1	3.094863999E2	-9.273383902E1
2.916666667E-1	3.085969450E2	-9.342180363E1
3.333333333E-1	3.075641746E2	-9.442353339E1
3.750000000E-1	3.065709060E2	-9.508356351E1
4.166666667E-1	3.056523034E2	-9.580645408E1
4.583333333E-1	3.046430707E2	-9.679250625E1
5.000000000E-1	3.038185823E2	-9.725273181E1
5.416666667E-1	3.027429646E2	-9.796681882E1
5.833333333E-1	3.017785318E2	-9.872079737E1
6.250000000E-1	3.007306349E2	-9.970810214E1
6.666666667E-1	2.997916505E2	-1.002770709E2
7.083333333E-1	2.987375021E2	-1.009272944E2
7.500000000E-1	2.976810827E2	-1.018410907E2
7.916666667E-1	2.967934967E2	-1.027427787E2
8.333333333E-1	2.960098174E2	-1.036750982E2
8.750000000E-1	2.955512357E2	-1.047931771E2
9.166666667E-1	2.954975649E2	-1.057553777E2
9.583333333E-1	2.954302072E2	-1.067906603E2
1.000000000E0	2.955236357E2	-1.078085429E2
1.041666667E0	2.957205466E2	-1.086116734E2
1.083333333E0	2.963212193E2	-1.096090031E2
1.125000000E0	2.969071224E2	-1.106086540E2
1.166666667E0	2.976958739E2	-1.116408409E2
1.208333333E0	2.986746115E2	-1.126433481E2
1.250000000E0	2.996500644E2	-1.136275699E2
1.291666667E0	3.006548473E2	-1.145759045E2
1.333333333E0	3.016353746E2	-1.154683580E2
1.375000000E0	3.026601404E2	-1.164349118E2
1.416666667E0	3.036040305E2	-1.169667203E2
1.458333333E0	3.045309820E2	-1.178204908E2
1.500000000E0	3.055774058E2	-1.188024212E2
1.541666667E0	3.066032767E2	-1.197916126E2
1.583333333E0	3.075758328E2	-1.206264137E2
1.625000000E0	3.086171680E2	-1.216697094E2
1.666666667E0	3.096485202E2	-1.226641493E2
1.708333333E0	3.106468065E2	-1.235272196E2
1.750000000E0	3.116467822E2	-1.246216163E2
1.791666667E0	3.126755827E2	-1.256258309E2
1.833333333E0	3.136128126E2	-1.262469559E2
1.875000000E0	3.146317138E2	-1.269374863E2
1.916666667E0	3.156757085E2	-1.278852273E2
1.958333333E0	3.166661722E2	-1.287673956E2
2.000000000E0	3.176461584E2	-1.297850874E2
2.041666667E0	3.186691181E2	-1.307527221E2
2.083333333E0	3.197423851E2	-1.315811927E2
2.125000000E0	3.206805313E2	-1.325921718E2
2.166666667E0	3.217357285E2	-1.334457707E2
2.208333333E0	3.227255976E2	-1.344891845E2
2.250000000E0	3.237043318E2	-1.355354680E2
2.291666667E0	3.247126630E2	-1.364263080E2
2.333333333E0	3.257363377E2	-1.375303295E2
2.375000000E0	3.267454176E2	-1.384557098E2
2.416666667E0	3.277344274E2	-1.393738556E2
2.458333333E0	3.287106658E2	-1.404918604E2
2.500000000E0	3.296692278E2	-1.410673027E2
2.541666667E0	3.307102511E2	-1.418724523E2
2.583333333E0	3.318666755E2	-1.425119556E2
2.625000000E0	3.327422257E2	-1.428992632E2
2.666666667E0	3.343308598E2	-1.436897823E2
2.708333333E0	3.355437231E2	-1.438797890E2
2.750000000E0	3.365190011E2	-1.440543230E2
2.791666667E0	3.377198482E2	-1.442049573E2
2.833333333E0	3.387365831E2	-1.442391789E2
2.875000000E0	3.397218096E2	-1.444119499E2
2.916666667E0	3.409111982E2	-1.446167888E2
2.958333333E0	3.423626999E2	-1.447194754E2
3.000000000E0	3.434385285E2	-1.447276791E2
3.041666667E0	3.445109972E2	-1.447731008E2
3.083333333E0	3.456022378E2	-1.447549966E2
3.125000000E0	3.466434118E2	-1.446923877E2
3.166666667E0	3.476229068E2	-1.447097219E2
3.208333333E0	3.487001035E2	-1.446930390E2
3.250000000E0	3.497868103E2	-1.445680403E2
3.291666667E0	3.507073800E2	-1.446461472E2
3.333333333E0	3.517934647E2	-1.445893905E2
3.375000000E0	3.529510514E2	-1.444208344E2
3.416666667E0	3.539112059E2	-1.444179894E2
3.458333333E0	3.548466741E2	-1.445411548E2
